"Int_no";"Rue_1";"Rue_2";"X";"Y"
496;"Ontario";"Saint-André";299824,;5042111,
497;"Ontario";"Saint-Denis";299702,;5041778,
498;"Ontario";"Saint-Hubert";299777,;5041999,
499;"Ontario";"Sanguinet";299673,;5041649,
500;"Pins";"Saint-Denis";299192,;5042110,
501;"Rigaud";"Saint-Denis";299433,;5041952,
502;"Roy";"Saint-Denis";299128,;5042150,
503;"Roy";"Saint-Hubert";299255,;5042343,
504;"Saint-André";"Sainte-Catherine";300260,;5041828,
505;"Saint-André";"Sherbrooke";299634,;5042224,
506;"Saint-Denis";"Sainte-Catherine";300076,;5041536,
507;"Sainte-Catherine";"Saint-Hubert";300195,;5041728,
508;"Sainte-Catherine";"Sanguinet";300010,;5041428,
509;"Sainte-Catherine";"Visitation";300466,;5042151,
510;"Saint-Denis";"Sherbrooke";299529,;5041890,
511;"Saint-Hubert";"Sherbrooke";299600,;5042117,
512;"Sanguinet";"Sherbrooke";299491,;5041769,
513;"Jean-Talon";"3835 0uest";293611,;5040488,
514;"Beaubien";"Parc";295987,;5043005,
515;"Beaumont";"Parc";295590,;5043258,
516;"Bernard";"Esplanade";296646,;5042786,
517;"Bernard";"Parc";296557,;5042643,
518;"Bernard";"Saint-Laurent";296812,;5043053,
519;"Bernard";"Saint-Urbain";296733,;5042920,
520;"Bullion";"Saint-Joseph";297771,;5042670,
521;"Camillien-Houde";"Mont-Royal côté est";297709,;5041674,
522;"Coloniale";"Pins";298994,;5041785,
523;"Côte-Sainte-Catherine";"Mont-Royal";297747,;5041766,
524;"Côte-Sainte-Catherine";"Parc";297901,;5041813,
525;"Duluth";"Saint-Laurent";298597,;5041897,
526;"Duluth";"Saint-Urbain";298511,;5041763,
527;"Fairmount";"Parc";297176,;5042282,
528;"Fairmount";"Saint-Laurent";297410,;5042666,
529;"Fairmount";"Saint-Urbain";297331,;5042533,
530;"Gaspé";"Laurier";297673,;5042772,
531;"Hôtel-de-Ville";"Rachel";298550,;5042214,
532;"Jeanne-Mance";"Saint-Joseph";297476,;5042205,
533;"Laurier";"Parc";297315,;5042193,
534;"Laurier";"Saint-Laurent";297552,;5042574,
535;"Laurier";"Saint-Urbain";297466,;5042443,
536;"Marie-Anne";"Saint-Laurent";298233,;5042129,
537;"Marie-Anne";"Saint-Urbain";298147,;5041998,
538;"Mont-Royal";"Parc";297821,;5041875,
539;"Mont-Royal";"Saint-Laurent";298051,;5042246,
540;"Mont-Royal";"Saint-Urbain";297967,;5042113,
541;"Sherbrooke";"Parc Pointe-aux-Prairies";304761,;5060287,
542;"Parc";"Saint-Joseph";297426,;5042123,
543;"Parc";"Saint-Viateur";296815,;5042481,
544;"Parc";"Van Horne";296190,;5042876,
545;"Parc";"Villeneuve";297579,;5042027,
546;"Pins";"Saint-Laurent";298931,;5041683,
547;"Pins";"Saint-Urbain";298850,;5041546,
548;"Prince-Arthur";"Saint-Laurent";299130,;5041554,
549;"Prince-Arthur";"Saint-Urbain";299047,;5041419,
550;"Rachel";"Saint-Laurent";298416,;5042014,
551;"Rachel";"Saint-Urbain";298330,;5041882,
552;"Saint-Cuthbert";"Saint-Urbain";298683,;5041651,
553;"Saint-Joseph";"Saint-Laurent";297663,;5042499,
554;"Saint-Joseph";"Saint-Urbain";297580,;5042366,
555;"Saint-Laurent";"Saint-Viateur";297074,;5042882,
556;"Saint-Laurent";"Villeneuve";297820,;5042397,
557;"Saint-Urbain";"3650";298947,;5041483,
558;"Saint-Urbain";"Saint-Viateur";296990,;5042750,
559;"Saint-Urbain";"Villeneuve";297733,;5042264,
560;"Van Horne";"Waverly";296365,;5043064,
561;"Berri";"Saint-Joseph";298015,;5043056,
562;"Bienville";"Saint-Denis";298181,;5042765,
563;"Boucher";"Saint-Denis";297634,;5043122,
564;"Boucher";"Saint-Hubert";297763,;5043341,
565;"Brébeuf";"Laurier";298179,;5043613,
566;"Brébeuf";"Saint-Joseph";298321,;5043519,
567;"Carmel";"Saint-Denis";297466,;5043228,
568;"Christophe-Colomb";"Gilford";298342,;5043299,
569;"Christophe-Colomb";"Marie-Anne";298796,;5043006,
570;"Christophe-Colomb";"Mont-Royal";298613,;5043124,
571;"Christophe-Colomb";"Parc-La Fontaine/Rachel";298992,;5042863,
572;"Christophe-Colomb";"Saint-Joseph";298225,;5043374,
573;"Duluth";"Parc-La Fontaine";299146,;5042741,
574;"Duluth";"Saint-Denis";298872,;5042316,
575;"Duluth";"Saint-Hubert";298995,;5042510,
576;"Fabre";"Saint-Joseph";298486,;5043768,
577;"Garnier";"Saint-Joseph";298438,;5043695,
578;"Gilford";"Lanaudière";298509,;5043554,
579;"Gilford";"La Roche";298397,;5043380,
580;"Gilford";"Saint-Denis";298085,;5042828,
581;"Lanaudière";"Laurier";298252,;5043725,
582;"Lanaudière";"Marie-Anne";298960,;5043256,
583;"Lanaudière";"Mont-Royal";298779,;5043375,
584;"Calixa-Lavallée";"Lanaudière/Rachel";299176,;5043113,
585;"Lanaudière";"Saint-Joseph";298395,;5043630,
586;"La Roche";"Laurier";298140,;5043552,
587;"La Roche";"Marie-Anne";298847,;5043085,
588;"La Roche";"Mont-Royal";298666,;5043203,
589;"La Roche";"Rachel";299061,;5042945,
590;"La Roche";"Saint-Joseph";298281,;5043457,
591;"Laurier";"Mentana";298018,;5043353,
592;"Laurier";"Resther";297915,;5043183,
593;"Laurier";"Saint-Denis";297810,;5043007,
594;"Laurier";"Saint-Hubert";297942,;5043231,
595;"Marie-Anne";"Saint-Denis";298505,;5042556,
596;"Marie-Anne";"Saint-Hubert";298633,;5042746,
597;"Mentana";"Mont-Royal";298541,;5043015,
598;"Rachel";"Saint-Hubert";298816,;5042625,
599;"Mont-Royal";"Resther/Saint-Hubert";298443,;5042866,
600;"Mont-Royal";"Rivard";298362,;5042737,
601;"Mont-Royal";"Saint-Denis";298322,;5042675,
602;"Rachel";"Saint-Denis";298692,;5042435,
603;"Saint-Jacques";"Wilson";296290,;5036340,
604;"Resther";"Saint-Joseph";298044,;5043100,
605;"Saint-Denis";"Saint-Grégoire";297519,;5043196,
606;"Saint-Denis";"Saint-Joseph";297933,;5042927,
607;"Saint-Grégoire";"Saint-Hubert";297620,;5043431,
608;"Saint-Hubert";"Saint-Joseph";298075,;5043147,
609;"Chabanel";"Marché-Central";292577,;5043847,
610;"Bellechasse";"Châteaubriand";296944,;5043793,
611;"Langelier";"Rosemont";300537,;5049623,
612;"Carignan";"Rosemont";300396,;5049330,
613;"Alexandre-DeSève";"Maisonneuve";300495,;5042438,
614;"Alexandre-DeSève";"Sainte-Catherine";300608,;5042363,
615;"Cartier";"Maisonneuve";300646,;5042668,
616;"Saint-Hubert";"Saint-Zotique";296479,;5044202,
617;"Papineau";"René-Lévesque";300913,;5042385,
618;"Dorion";"Sainte-Catherine";300783,;5042637,
619;"Dufresne";"Maisonneuve";301009,;5043225,
620;"Dufresne";"Sainte-Catherine";301121,;5043154,
621;"Frontenac";"Maisonneuve";301126,;5043412,
622;"Frontenac";"Sainte-Catherine";301240,;5043343,
623;"Fullum";"Maisonneuve";300928,;5043103,
624;"Fullum";"Sainte-Catherine";301040,;5043029,
625;"Havre";"Sainte-Catherine";301289,;5043420,
626;"Iberville";"Maisonneuve";301088,;5043350,
627;"Iberville";"Sainte-Catherine";301203,;5043280,
628;"Lorimier";"Maisonneuve";300757,;5042839,
629;"Lorimier";"Sainte-Catherine";300865,;5042768,
630;"Maisonneuve";"Panet";300404,;5042299,
631;"Maisonneuve";"Papineau";300599,;5042594,
632;"Maisonneuve";"Parthenais";300855,;5042990,
633;"Papineau";"Sainte-Catherine";300709,;5042521,
634;"Papineau";"Sainte-Rose";300802,;5042459,
635;"Parthenais";"Sainte-Catherine";300965,;5042916,
636;"Bordeaux";"Ontario";300278,;5043068,
637;"Champlain";"La Fontaine";300307,;5042665,
638;"Champlain";"Ontario";300116,;5042792,
639;"Dorion";"Ontario";300238,;5043010,
640;"La Fontaine";"Papineau";300360,;5042745,
641;"Lorimier";"Ontario";300317,;5043130,
642;"Ontario";"Papineau";300157,;5042886,
643;"Ontario";"Plessis";300043,;5042632,
644;"Bercy";"Ontario";300782,;5043865,
645;"Frontenac";"Hochelaga";300223,;5043959,
646;"Frontenac";"Hogan/Marie-Anne";299656,;5044301,
647;"Frontenac";"Mont-Royal";299453,;5044385,
648;"Frontenac";"Ontario";300687,;5043678,
649;"Frontenac";"Rachel";299878,;5044166,
650;"Frontenac";"Rouen";300435,;5043829,
651;"Frontenac";"Sherbrooke";300035,;5044072,
652;"Fullum";"Hochelaga";300046,;5043687,
653;"Fullum";"Marie-Anne";299495,;5044060,
654;"Fullum";"Mont-Royal";299316,;5044179,
655;"Fullum";"Ontario";300495,;5043391,
656;"Fullum";"Rachel";299712,;5043913,
657;"Fullum";"Rouen";300219,;5043573,
658;"Fullum";"Sherbrooke";299948,;5043751,
659;"Havre";"Ontario";300721,;5043736,
660;"Hochelaga";"Hogan";300332,;5044174,
661;"Hochelaga";"Iberville";300181,;5043897,
662;"Hochelaga";"Wurtele";300391,;5044304,
663;"Hogan";"Rachel";299989,;5044348,
664;"Hogan";"Rouen";300551,;5044064,
665;"Sainte-Anne-de-Bellevue";"West Broadway";294413,;5034900,
666;"Iberville";"Marie-Anne";299615,;5044239,
667;"Iberville";"Mont-Royal";299430,;5044349,
668;"Iberville";"Ontario";300649,;5043616,
669;"Iberville";"Rachel";299841,;5044104,
670;"Iberville";"Rouen";300398,;5043769,
671;"Iberville";"Sherbrooke";300009,;5044002,
672;"Ontario";"Parthenais";300420,;5043279,
673;"Ontario";"Poupart";300613,;5043562,
674;"Parthenais";"Rachel";299638,;5043801,
675;"Parthenais";"Sherbrooke";299919,;5043617,
676;"Bordeaux";"Gilford";298830,;5044032,
677;"Bordeaux";"Laurier";298629,;5044163,
678;"Bordeaux";"Marie-Anne";299274,;5043731,
679;"Berri";"Chabanel";293203,;5045435,
680;"Bordeaux";"Mont-Royal";299097,;5043852,
681;"Bordeaux";"Rachel";299492,;5043585,
682;"Bordeaux";"Saint-Joseph";298712,;5044109,
683;"Bordeaux";"Sherbrooke";299858,;5043345,
684;"Calixa-Lavallée";"Panet/Sherbrooke";299724,;5042746,
685;"Champlain";"Émile-Duployé/Sherbrooke";299783,;5043013,
686;"Christophe-Colomb";"Saint-Grégoire";297751,;5043634,
687;"Dorion";"Sherbrooke";299841,;5043273,
688;"Fullum";"Gilford";299047,;5044356,
689;"Fullum";"Saint-Joseph";298936,;5044432,
690;"Gauthier";"Lorimier";299702,;5043543,
691;"Gauthier";"Papineau";299536,;5043297,
692;"Gilford";"Lorimier";298874,;5044098,
693;"Gilford";"Papineau";298704,;5043848,
694;"Iberville";"Saint-Joseph";299043,;5044584,
695;"Laurier";"Lorimier";298673,;5044232,
696;"Laurier";"Papineau inter. Nord";298447,;5044017,
697;"Lorimier";"Marie-Anne";299319,;5043800,
698;"Lorimier";"Masson";298415,;5044402,
699;"Lorimier";"Mont-Royal";299141,;5043919,
700;"Lorimier";"Rachel";299538,;5043653,
701;"Lorimier";"Rouen inter. Sud";300099,;5043277,
702;"Lorimier";"Saint-Joseph";298756,;5044175,
703;"Lorimier";"Sherbrooke";299876,;5043429,
704;"Marie-Anne";"Papineau";299154,;5043549,
705;"Émile-Duployé";"Marquette/Rachel";299319,;5043323,
706;"Masson";"Papineau";298246,;5044149,
707;"Molson";"Saint-Joseph";299142,;5044751,
708;"Mont-Royal";"Papineau";298975,;5043669,
709;"Papineau";"Rachel";299371,;5043406,
710;"Papineau";"Saint-Grégoire";298138,;5044222,
711;"Papineau";"Saint-Joseph";298588,;5043924,
712;"Papineau";"Sherbrooke";299806,;5043116,
713;"Plessis";"Sherbrooke";299741,;5042827,
714;"Lorimier";"René-Lévesque";301071,;5042625,
715;"Frontenac";"Notre-Dame";301348,;5043278,
716;"Iberville";"Notre-Dame/Frontenac";301327,;5043210,
717;"Lorimier";"Notre-Dame/Viger";301215,;5042539,
718;"Notre-Dame";"Panet/Ville-Marie";300980,;5041922,
719;"Notre-Dame";"Papineau";301120,;5042254,
720;"Papineau";"Viger";301053,;5042293,
721;"Panet";"Viger";300893,;5041977,
722;"Notre-Dame";"Saint-Antoine";300959,;5041828,
723;"Parthenais";"René-Lévesque";301197,;5042764,
724;"Aird";"Hochelaga";301307,;5046442,
725;"Bourbonnière";"Hochelaga";300929,;5045571,
726;"Bourbonnière";"Rouen";301172,;5045459,
727;"Chambly";"Hochelaga";300822,;5045301,
728;"Cuvillier";"Ontario";301228,;5044857,
729;"Davidson";"Hochelaga";300694,;5045002,
730;"Davidson";"Ontario";301198,;5044786,
731;"29 e Avenue";"Beaubien";298852,;5047412,
732;"Desjardins";"Hochelaga";301074,;5045938,
733;"Dézéry";"Ontario";301098,;5044570,
734;"Hochelaga";"Leclaire";301381,;5046605,
735;"Hochelaga";"Létourneux";301147,;5046095,
736;"Hochelaga";"Moreau";300528,;5044621,
737;"Hochelaga";"Orléans";300951,;5045640,
738;"Hochelaga";"Pie-IX";301034,;5045849,
739;"Hochelaga";"Saint-Clément";301451,;5046762,
740;"Hochelaga";"Saint-Germain";300629,;5044855,
741;"Hochelaga";"Viau";301487,;5046842,
742;"Joliette";"Ontario";301288,;5044996,
743;"Ontario";"Préfontaine";301061,;5044489,
744;"Ontario";"Saint-Germain";301131,;5044641,
745;"Pie-IX";"Rouen";301302,;5045726,
746;"Rouen";"Saint-Clément";301717,;5046638,
747;"Rouen";"Saint-Germain";300864,;5044755,
748;"Rouen";"Viau";301752,;5046718,
749;"Adam";"Bourbonnière";301746,;5045206,
750;"Adam";"Létourneux";302003,;5045703,
751;"Adam";"Pie-IX";301890,;5045457,
752;"Adam";"Saint-Clément";302303,;5046363,
753;"Adam";"Viau";302338,;5046441,
754;"Aird";"Ontario";301850,;5046194,
755;"Aird";"Sainte-Catherine";302299,;5045990,
756;"Bourbonnière";"La Fontaine";301596,;5045274,
757;"Bourbonnière";"Notre-Dame";302080,;5045052,
758;"Bourbonnière";"Ontario";301443,;5045341,
759;"Bourbonnière";"Sainte-Catherine";301917,;5045127,
760;"Davidson";"Sainte-Catherine";301681,;5044581,
761;"Davidson";"Notre-Dame";301831,;5044519,
762;"Dézéry";"Sainte-Catherine";301586,;5044362,
763;"Notre-Dame";"3550 Notre-Dame(face Joliette)";301948,;5044721,
764;"Joliette";"Sainte-Catherine";301769,;5044788,
765;"La Fontaine";"Létourneux";301843,;5045776,
766;"La Fontaine";"Pie-IX";301732,;5045529,
767;"La Fontaine";"Saint-Clément";302155,;5046434,
768;"La Fontaine";"Viau";302189,;5046513,
769;"Létourneux";"Notre-Dame";302302,;5045566,
770;"Létourneux";"Ontario";301692,;5045845,
771;"Létourneux";"Sainte-Catherine";302133,;5045645,
772;"Nicolet";"Sainte-Catherine";301846,;5044965,
773;"Notre-Dame";"Pie-IX";302192,;5045317,
